,component,composite,composite_start,composite_end,component_fam,composite_fam,no_overlap_score,ch_composite,ch_component
0,sp|Q8NHM5|KDM2B_HUMAN,sp|Q9Y2K7|KDM2A_HUMAN,19,687,F611,F605,1.00,11,12
6772,sp|A6NN14|ZN729_HUMAN,sp|Q9BRR0|ZKSC3_HUMAN,280,532,F553,F2013,1.00,6,19
6773,sp|A8MQ14|ZN850_HUMAN,sp|Q9BRR0|ZKSC3_HUMAN,280,532,F553,F2013,1.00,6,19
6774,sp|Q6ZRF7|ZN818_HUMAN,sp|Q9BRR0|ZKSC3_HUMAN,312,367,F2059,F2013,1.00,6,-1
6775,sp|Q7RTV3|ZN367_HUMAN,sp|Q9BRR0|ZKSC3_HUMAN,372,444,F3375,F2013,1.00,6,9
6776,sp|Q13401|PM2P3_HUMAN,sp|Q8N184|ZN567_HUMAN,3,65,F3232,F345,1.00,19,-1
6777,sp|Q8NE65|ZN738_HUMAN,sp|Q8N184|ZN567_HUMAN,3,65,F3504,F345,1.00,19,19
6778,sp|Q7Z2F6|ZN720_HUMAN,sp|Q8N184|ZN567_HUMAN,4,72,F3231,F345,1.00,19,16
6779,sp|O60290|ZN862_HUMAN,sp|Q8N184|ZN567_HUMAN,6,66,F3226,F345,1.00,19,7
6780,sp|Q5TYW1|ZN658_HUMAN,sp|Q8N184|ZN567_HUMAN,185,635,F2147,F345,1.00,19,9
6781,sp|Q16587|ZNF74_HUMAN,sp|Q8N184|ZN567_HUMAN,229,588,F2008,F345,1.00,19,22
6782,sp|Q9H5H4|ZN768_HUMAN,sp|Q8N184|ZN567_HUMAN,236,528,F1944,F345,1.00,19,16
6783,sp|Q8N2I2|ZN619_HUMAN,sp|Q8N184|ZN567_HUMAN,268,559,F2012,F345,1.00,19,3
6784,sp|Q8N8C0|ZN781_HUMAN,sp|Q8N184|ZN567_HUMAN,271,380,F3377,F345,1.00,19,19
6785,sp|Q8NCK3|ZN485_HUMAN,sp|Q8N184|ZN567_HUMAN,272,592,F2016,F345,1.00,19,10
6786,sp|Q6ZTB9|ZN833_HUMAN,sp|Q8N184|ZN567_HUMAN,274,451,F1997,F345,1.00,19,-1
6787,sp|Q0D2J5|ZN763_HUMAN,sp|Q8N184|ZN567_HUMAN,279,517,F349,F345,1.00,19,19
6788,sp|Q7L3S4|ZN771_HUMAN,sp|Q8N184|ZN567_HUMAN,279,514,F2102,F345,1.00,19,16
6789,sp|O14978|ZN263_HUMAN,sp|Q8N184|ZN567_HUMAN,283,585,F1990,F345,1.00,19,16
6790,sp|Q02086|SP2_HUMAN,sp|Q8N184|ZN567_HUMAN,283,359,F2475,F345,1.00,19,17
6791,sp|Q92670|ZN75C_HUMAN,sp|Q8N184|ZN567_HUMAN,296,443,F2015,F345,1.00,19,-1
6792,sp|P51815|ZN75D_HUMAN,sp|Q8N184|ZN567_HUMAN,296,452,F2015,F345,1.00,19,x
6793,sp|Q6NSZ9|ZSC25_HUMAN,sp|Q8N184|ZN567_HUMAN,296,504,F2064,F345,1.00,19,7
6794,sp|Q96N20|ZN75A_HUMAN,sp|Q8N184|ZN567_HUMAN,296,443,F2140,F345,1.00,19,16
6795,sp|P17023|ZNF19_HUMAN,sp|Q8N184|ZN567_HUMAN,301,588,F2063,F345,1.00,19,16
6796,sp|Q8IWY8|ZSC29_HUMAN,sp|Q8N184|ZN567_HUMAN,322,531,F2032,F345,1.00,19,15
6797,sp|Q5T5D7|ZN684_HUMAN,sp|Q8N184|ZN567_HUMAN,324,556,F2058,F345,1.00,19,1
6798,sp|Q6AZW8|ZN660_HUMAN,sp|Q8N184|ZN567_HUMAN,356,642,F1987,F345,1.00,19,3
6799,sp|Q96CX3|ZN501_HUMAN,sp|Q8N184|ZN567_HUMAN,266,530,F1987,F345,1.00,19,3
6800,sp|Q8N3J9|ZN664_HUMAN,sp|Q8N184|ZN567_HUMAN,365,618,F1987,F345,1.00,19,12
6801,sp|Q15072|OZF_HUMAN,sp|Q8N184|ZN567_HUMAN,297,584,F1987,F345,1.00,19,19
6802,sp|O95201|ZN205_HUMAN,sp|Q8N184|ZN567_HUMAN,330,571,F1975,F345,1.00,19,16
6803,sp|Q16600|ZN239_HUMAN,sp|Q8N184|ZN567_HUMAN,342,640,F2109,F345,1.00,19,10
6804,sp|Q53GI3|ZN394_HUMAN,sp|Q8N184|ZN567_HUMAN,350,555,F2100,F345,1.00,19,7
6805,sp|Q6ZT77|ZN826_HUMAN,sp|Q8N184|ZN567_HUMAN,354,422,F2062,F345,1.00,19,-1
6806,sp|Q6P9G9|ZN449_HUMAN,sp|Q8N184|ZN567_HUMAN,355,555,F2057,F345,1.00,19,x
6807,sp|Q15776|ZKSC8_HUMAN,sp|Q8N184|ZN567_HUMAN,361,645,F340,F345,1.00,19,6
6808,sp|Q8NF99|ZN397_HUMAN,sp|Q8N184|ZN567_HUMAN,384,639,F340,F345,1.00,19,18
6809,sp|Q86W11|ZSC30_HUMAN,sp|Q8N184|ZN567_HUMAN,325,556,F340,F345,1.00,19,18
6810,sp|P17041|ZNF32_HUMAN,sp|Q8N184|ZN567_HUMAN,362,553,F3409,F345,1.00,19,10
6811,sp|A6NGD5|ZSA5C_HUMAN,sp|Q8N184|ZN567_HUMAN,420,555,F1953,F345,1.00,19,19
6812,sp|A6NJL1|ZSA5B_HUMAN,sp|Q8N184|ZN567_HUMAN,308,445,F1953,F345,1.00,19,19
6813,sp|Q7RTV3|ZN367_HUMAN,sp|Q8N184|ZN567_HUMAN,367,427,F3375,F345,1.00,19,9
6814,sp|P52743|ZN137_HUMAN,sp|Q8N184|ZN567_HUMAN,404,583,F2106,F345,1.00,19,-1
6815,sp|Q8N782|ZN525_HUMAN,sp|Q8N184|ZN567_HUMAN,350,542,F2106,F345,1.00,19,-1
6816,sp|Q5VV52|ZN691_HUMAN,sp|Q8N184|ZN567_HUMAN,383,592,F1879,F345,1.00,19,1
6817,sp|Q9Y5A6|ZSC21_HUMAN,sp|Q8N184|ZN567_HUMAN,389,586,F1958,F345,1.00,19,7
6818,sp|Q6ZS27|ZN662_HUMAN,sp|Q8N184|ZN567_HUMAN,408,639,F2084,F345,1.00,19,3
6819,sp|P17029|ZKSC1_HUMAN,sp|Q8N184|ZN567_HUMAN,427,615,F2003,F345,1.00,19,7
6820,sp|Q9H4T2|ZSC16_HUMAN,sp|Q8N184|ZN567_HUMAN,440,561,F341,F345,1.00,19,6
6821,sp|Q9UNY5|ZN232_HUMAN,sp|Q8N184|ZN567_HUMAN,435,616,F341,F345,1.00,19,17
6822,sp|Q96LW9|ZSC31_HUMAN,sp|Q8N184|ZN567_HUMAN,360,532,F341,F345,1.00,19,6
6823,sp|Q3MJ62|ZSC23_HUMAN,sp|Q8N184|ZN567_HUMAN,478,639,F341,F345,1.00,19,6
6824,sp|P17026|ZNF22_HUMAN,sp|Q8N184|ZN567_HUMAN,445,604,F2075,F345,1.00,19,10
6825,sp|Q9H963|ZN702_HUMAN,sp|Q8N184|ZN567_HUMAN,446,572,F1954,F345,1.00,19,-1
6826,sp|Q15697|ZN174_HUMAN,sp|Q8N184|ZN567_HUMAN,456,557,F2123,F345,1.00,19,16
6827,sp|Q8N143|BCL6B_HUMAN,sp|Q8N184|ZN567_HUMAN,474,609,F1805,F345,1.00,19,17
6828,sp|P0CG23|ZN853_HUMAN,sp|Q8N184|ZN567_HUMAN,497,641,F2105,F345,1.00,19,7
6829,sp|Q9UDV7|ZN282_HUMAN,sp|Q8N184|ZN567_HUMAN,503,641,F1977,F345,1.00,19,7
6830,sp|Q15929|ZNF56_HUMAN,sp|Q8N184|ZN567_HUMAN,510,626,F2029,F345,1.00,19,-1
6831,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q8N184|ZN567_HUMAN,531,639,F2028,F345,1.00,19,8
6832,sp|Q5EBM4|ZN542_HUMAN,sp|Q8N184|ZN567_HUMAN,534,604,F3478,F345,1.00,19,-1
6833,sp|Q9UJQ4|SALL4_HUMAN,sp|Q8N184|ZN567_HUMAN,591,643,F2025,F345,1.00,19,20
6834,sp|Q5JUW0|KRBX4_HUMAN,sp|Q6ZN06|ZN813_HUMAN,1,47,F3503,F348,0.00,19,x
6835,sp|Q13401|PM2P3_HUMAN,sp|Q6ZN06|ZN813_HUMAN,5,47,F3232,F348,0.00,19,-1
6836,sp|Q8NE65|ZN738_HUMAN,sp|Q6ZN06|ZN813_HUMAN,5,49,F3504,F348,0.00,19,19
6837,sp|Q9BV97|ZN747_HUMAN,sp|Q6ZN06|ZN813_HUMAN,6,62,F3227,F348,0.00,19,16
6838,sp|Q7Z2F6|ZN720_HUMAN,sp|Q6ZN06|ZN813_HUMAN,6,50,F3231,F348,0.00,19,16
6839,sp|Q6ZQV5|ZN788_HUMAN,sp|Q6ZN06|ZN813_HUMAN,8,49,F3229,F348,0.00,19,-1
6840,sp|Q8N8H1|ZN321_HUMAN,sp|Q6ZN06|ZN813_HUMAN,54,205,F3555,F348,0.00,19,-1
6841,sp|Q9UJW7|ZN229_HUMAN,sp|Q6ZN06|ZN813_HUMAN,193,617,F2030,F348,0.00,19,19
6842,sp|Q9H963|ZN702_HUMAN,sp|Q6ZN06|ZN813_HUMAN,210,338,F1954,F348,0.00,19,-1
6843,sp|Q9NPC7|MYNN_HUMAN,sp|Q6ZN06|ZN813_HUMAN,217,435,F1783,F348,0.00,19,3
6844,sp|Q6ZNG0|ZN620_HUMAN,sp|Q6ZN06|ZN813_HUMAN,221,461,F2094,F348,0.00,19,3
6845,sp|Q9BSK1|ZN577_HUMAN,sp|Q6ZN06|ZN813_HUMAN,228,492,F2087,F348,0.00,19,19
6846,sp|Q8IWY8|ZSC29_HUMAN,sp|Q6ZN06|ZN813_HUMAN,239,465,F2032,F348,0.00,19,15
6847,sp|Q3SY52|ZIK1_HUMAN,sp|Q6ZN06|ZN813_HUMAN,243,517,F1383,F348,0.00,19,19
6848,sp|Q15929|ZNF56_HUMAN,sp|Q6ZN06|ZN813_HUMAN,247,364,F2029,F348,0.00,19,-1
6849,sp|Q16600|ZN239_HUMAN,sp|Q6ZN06|ZN813_HUMAN,248,548,F2109,F348,0.00,19,10
6850,sp|P17029|ZKSC1_HUMAN,sp|Q6ZN06|ZN813_HUMAN,249,437,F2003,F348,0.00,19,7
6851,sp|Q5VV52|ZN691_HUMAN,sp|Q6ZN06|ZN813_HUMAN,250,468,F1879,F348,0.00,19,1
6852,sp|Q9UDV7|ZN282_HUMAN,sp|Q6ZN06|ZN813_HUMAN,255,407,F1977,F348,0.00,19,7
6853,sp|P51815|ZN75D_HUMAN,sp|Q6ZN06|ZN813_HUMAN,261,405,F2015,F348,0.00,19,x
6854,sp|Q15940|ZNF67_HUMAN,sp|Q6ZN06|ZN813_HUMAN,261,440,F2050,F348,0.00,19,-1
6855,sp|O60304|ZN500_HUMAN,sp|Q6ZN06|ZN813_HUMAN,262,407,F2043,F348,0.00,19,16
6856,sp|P10073|ZSC22_HUMAN,sp|Q6ZN06|ZN813_HUMAN,265,489,F2056,F348,0.00,19,19
6857,sp|Q9Y5A6|ZSC21_HUMAN,sp|Q6ZN06|ZN813_HUMAN,267,464,F1958,F348,0.00,19,7
6858,sp|P10075|GLI4_HUMAN,sp|Q6ZN06|ZN813_HUMAN,267,464,F2049,F348,0.00,19,8
6859,sp|P51504|ZNF80_HUMAN,sp|Q6ZN06|ZN813_HUMAN,241,465,F1987,F348,0.00,19,3
6860,sp|Q6AZW8|ZN660_HUMAN,sp|Q6ZN06|ZN813_HUMAN,319,605,F1987,F348,0.00,19,3
6861,sp|Q96CX3|ZN501_HUMAN,sp|Q6ZN06|ZN813_HUMAN,261,520,F1987,F348,0.00,19,3
6862,sp|Q8N3J9|ZN664_HUMAN,sp|Q6ZN06|ZN813_HUMAN,271,521,F1987,F348,0.00,19,12
6863,sp|Q15072|OZF_HUMAN,sp|Q6ZN06|ZN813_HUMAN,318,602,F1987,F348,0.00,19,19
6864,sp|Q15776|ZKSC8_HUMAN,sp|Q6ZN06|ZN813_HUMAN,277,577,F340,F348,0.00,19,6
6865,sp|Q8NF99|ZN397_HUMAN,sp|Q6ZN06|ZN813_HUMAN,268,518,F340,F348,0.00,19,18
6866,sp|Q9NX65|ZSC32_HUMAN,sp|Q6ZN06|ZN813_HUMAN,276,462,F1985,F348,0.00,19,16
6867,sp|Q6ZT77|ZN826_HUMAN,sp|Q6ZN06|ZN813_HUMAN,278,355,F2062,F348,0.00,19,-1
6868,sp|P17028|ZNF24_HUMAN,sp|Q6ZN06|ZN813_HUMAN,329,437,F342,F348,0.00,19,18
6869,sp|Q96N95|ZN396_HUMAN,sp|Q6ZN06|ZN813_HUMAN,241,325,F342,F348,0.00,19,18
6870,sp|Q9UJN7|ZN391_HUMAN,sp|Q6ZN06|ZN813_HUMAN,286,546,F2112,F348,0.00,19,6
6871,sp|Q15697|ZN174_HUMAN,sp|Q6ZN06|ZN813_HUMAN,289,380,F2123,F348,0.00,19,16
6872,sp|Q8N988|ZN557_HUMAN,sp|Q6ZN06|ZN813_HUMAN,291,573,F2104,F348,0.00,19,19
6873,sp|Q96NG5|ZN558_HUMAN,sp|Q6ZN06|ZN813_HUMAN,291,545,F2104,F348,0.00,19,19
6874,sp|Q7Z398|ZN550_HUMAN,sp|Q6ZN06|ZN813_HUMAN,292,518,F1320,F348,0.00,19,19
6875,sp|Q8N143|BCL6B_HUMAN,sp|Q6ZN06|ZN813_HUMAN,296,431,F1805,F348,0.00,19,17
6876,sp|P52743|ZN137_HUMAN,sp|Q6ZN06|ZN813_HUMAN,418,601,F2106,F348,0.00,19,-1
6877,sp|Q8N782|ZN525_HUMAN,sp|Q6ZN06|ZN813_HUMAN,228,423,F2106,F348,0.00,19,-1
6878,sp|P17041|ZNF32_HUMAN,sp|Q6ZN06|ZN813_HUMAN,324,515,F3409,F348,0.00,19,10
6879,sp|A6NGD5|ZSA5C_HUMAN,sp|Q6ZN06|ZN813_HUMAN,326,461,F1953,F348,0.00,19,19
6880,sp|Q9BUG6|ZSA5A_HUMAN,sp|Q6ZN06|ZN813_HUMAN,326,461,F1953,F348,0.00,19,19
6881,sp|P0CG00|ZSA5D_HUMAN,sp|Q6ZN06|ZN813_HUMAN,326,461,F1953,F348,0.00,19,-1
6882,sp|A6NJL1|ZSA5B_HUMAN,sp|Q6ZN06|ZN813_HUMAN,326,448,F1953,F348,0.00,19,19
6883,sp|Q8IVP9|ZN547_HUMAN,sp|Q6ZN06|ZN813_HUMAN,347,603,F1381,F348,0.00,19,19
6884,sp|O95201|ZN205_HUMAN,sp|Q6ZN06|ZN813_HUMAN,378,602,F1975,F348,0.00,19,16
6885,sp|P98182|ZN200_HUMAN,sp|Q6ZN06|ZN813_HUMAN,383,515,F2081,F348,0.00,19,16
6886,sp|Q6NSZ9|ZSC25_HUMAN,sp|Q6ZN06|ZN813_HUMAN,409,606,F2064,F348,0.00,19,7
6887,sp|Q9H4T2|ZSC16_HUMAN,sp|Q6ZN06|ZN813_HUMAN,465,579,F341,F348,0.00,19,6
6888,sp|Q9UNY5|ZN232_HUMAN,sp|Q6ZN06|ZN813_HUMAN,454,606,F341,F348,0.00,19,17
6889,sp|Q3MJ62|ZSC23_HUMAN,sp|Q6ZN06|ZN813_HUMAN,249,405,F341,F348,0.00,19,6
6890,sp|O15535|ZSC9_HUMAN,sp|Q6ZN06|ZN813_HUMAN,407,546,F341,F348,0.00,19,6
6891,sp|P0CG23|ZN853_HUMAN,sp|Q6ZN06|ZN813_HUMAN,469,599,F2105,F348,0.00,19,7
6892,sp|Q8N8C0|ZN781_HUMAN,sp|Q6ZN06|ZN813_HUMAN,489,595,F3377,F348,0.00,19,19
6893,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q6ZN06|ZN813_HUMAN,493,606,F2028,F348,0.00,19,8
6894,sp|Q5EBM4|ZN542_HUMAN,sp|Q6ZN06|ZN813_HUMAN,497,567,F3478,F348,0.00,19,-1
6895,sp|Q6ZRF7|ZN818_HUMAN,sp|Q6ZN06|ZN813_HUMAN,554,604,F2059,F348,0.00,19,-1
6896,sp|Q8NBB4|ZSCA1_HUMAN,sp|Q63HK3|ZKSC2_HUMAN,41,123,F2088,F1699,1.00,16,19
6897,sp|Q8TBC5|ZSC18_HUMAN,sp|Q63HK3|ZKSC2_HUMAN,42,123,F2082,F1699,1.00,16,19
6898,sp|P57086|SCND1_HUMAN,sp|Q63HK3|ZKSC2_HUMAN,42,103,F3560,F1699,1.00,16,20
6899,sp|Q8IWY8|ZSC29_HUMAN,sp|Q63HK3|ZKSC2_HUMAN,275,943,F2032,F1699,1.00,16,15
6900,sp|Q8NE65|ZN738_HUMAN,sp|Q8WV37|ZN480_HUMAN,24,95,F3504,F348,1.00,19,19
6901,sp|Q9BV97|ZN747_HUMAN,sp|Q8WV37|ZN480_HUMAN,25,69,F3227,F348,1.00,19,16
6902,sp|Q7Z2F6|ZN720_HUMAN,sp|Q8WV37|ZN480_HUMAN,25,99,F3231,F348,1.00,19,16
6903,sp|Q8WXB4|ZN606_HUMAN,sp|Q8WV37|ZN480_HUMAN,152,535,F2107,F348,1.00,19,19
6904,sp|Q9H963|ZN702_HUMAN,sp|Q8WV37|ZN480_HUMAN,198,325,F1954,F348,1.00,19,-1
6905,sp|Q9Y5A6|ZSC21_HUMAN,sp|Q8WV37|ZN480_HUMAN,228,424,F1958,F348,1.00,19,7
6906,sp|Q9NX65|ZSC32_HUMAN,sp|Q8WV37|ZN480_HUMAN,263,449,F1985,F348,1.00,19,16
6907,sp|P17026|ZNF22_HUMAN,sp|Q8WV37|ZN480_HUMAN,265,428,F2075,F348,1.00,19,10
6908,sp|Q8N8Y5|ZFP41_HUMAN,sp|Q8WV37|ZN480_HUMAN,283,398,F2028,F348,1.00,19,8
6909,sp|P98182|ZN200_HUMAN,sp|Q8WV37|ZN480_HUMAN,287,423,F2081,F348,1.00,19,16
6910,sp|O14771|ZN213_HUMAN,sp|Q8WV37|ZN480_HUMAN,304,450,F1988,F348,1.00,19,16
6911,sp|P17041|ZNF32_HUMAN,sp|Q8WV37|ZN480_HUMAN,310,503,F3409,F348,1.00,19,10
6912,sp|Q9H4T2|ZSC16_HUMAN,sp|Q8WV37|ZN480_HUMAN,311,427,F341,F348,1.00,19,6
6913,sp|Q9UNY5|ZN232_HUMAN,sp|Q8WV37|ZN480_HUMAN,269,426,F341,F348,1.00,19,17
6914,sp|Q96LW9|ZSC31_HUMAN,sp|Q8WV37|ZN480_HUMAN,254,426,F341,F348,1.00,19,6
6915,sp|Q3MJ62|ZSC23_HUMAN,sp|Q8WV37|ZN480_HUMAN,368,505,F341,F348,1.00,19,6
6916,sp|O15535|ZSC9_HUMAN,sp|Q8WV37|ZN480_HUMAN,367,506,F341,F348,1.00,19,6
6917,sp|Q8N143|BCL6B_HUMAN,sp|Q8WV37|ZN480_HUMAN,311,446,F1805,F348,1.00,19,17
6918,sp|Q5EBM4|ZN542_HUMAN,sp|Q8WV37|ZN480_HUMAN,317,387,F3478,F348,1.00,19,-1
6919,sp|P17028|ZNF24_HUMAN,sp|Q8WV37|ZN480_HUMAN,313,425,F342,F348,1.00,19,18
6920,sp|Q96N95|ZN396_HUMAN,sp|Q8WV37|ZN480_HUMAN,341,425,F342,F348,1.00,19,18
6921,sp|A6NGD5|ZSA5C_HUMAN,sp|Q8WV37|ZN480_HUMAN,370,505,F1953,F348,1.00,19,19
6922,sp|Q9BUG6|ZSA5A_HUMAN,sp|Q8WV37|ZN480_HUMAN,370,505,F1953,F348,1.00,19,19
6923,sp|P0CG00|ZSA5D_HUMAN,sp|Q8WV37|ZN480_HUMAN,370,505,F1953,F348,1.00,19,-1
6924,sp|O60304|ZN500_HUMAN,sp|Q8WV37|ZN480_HUMAN,393,535,F2043,F348,1.00,19,16
6925,sp|Q15929|ZNF56_HUMAN,sp|Q8WV37|ZN480_HUMAN,404,520,F2029,F348,1.00,19,-1
6926,sp|Q6ZT77|ZN826_HUMAN,sp|Q8WV37|ZN480_HUMAN,406,482,F2062,F348,1.00,19,-1
6927,sp|O43474|KLF4_HUMAN,sp|Q8WV37|ZN480_HUMAN,432,505,F1885,F348,1.00,19,9
6928,sp|Q13401|PM2P3_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,1,48,F3232,F348,1.00,19,-1
6929,sp|Q5JUW0|KRBX4_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,1,50,F3503,F348,1.00,19,x
6930,sp|Q8NE65|ZN738_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,5,49,F3504,F348,1.00,19,19
6931,sp|Q7Z2F6|ZN720_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,6,49,F3231,F348,1.00,19,16
6932,sp|Q05481|ZNF91_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,135,915,F553,F348,1.00,19,19
6933,sp|Q6NSZ9|ZSC25_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,202,413,F2064,F348,1.00,19,7
6934,sp|Q7Z340|ZN551_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,218,637,F1383,F348,1.00,19,19
6935,sp|P17097|ZNF7_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,220,690,F2086,F348,1.00,19,8
6936,sp|Q8N2I2|ZN619_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,229,524,F2012,F348,1.00,19,3
6937,sp|Q8IWY8|ZSC29_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,231,443,F2032,F348,1.00,19,15
6938,sp|Q53GI3|ZN394_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,231,492,F2100,F348,1.00,19,7
6939,sp|P52744|ZN138_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,234,426,F1963,F348,1.00,19,7
6940,sp|Q16600|ZN239_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,235,525,F2109,F348,1.00,19,10
6941,sp|Q8N859|ZN713_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,241,502,F2093,F348,1.00,19,7
6942,sp|Q86YE8|ZN573_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,265,800,F345,F348,1.00,19,19
6943,sp|Q8TAQ5|ZN420_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,311,871,F345,F348,1.00,19,19
6944,sp|Q15937|ZNF79_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,160,551,F345,F348,1.00,19,9
6945,sp|P17036|ZNF3_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,290,553,F345,F348,1.00,19,7
6946,sp|Q8TBZ5|ZN502_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,225,663,F345,F348,1.00,19,3
6947,sp|Q96NJ6|ZFP3_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,231,663,F345,F348,1.00,19,17
6948,sp|O75820|ZN189_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,215,690,F345,F348,1.00,19,9
6949,sp|Q52M93|Z585B_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,206,857,F345,F348,1.00,19,19
6950,sp|Q14585|ZN345_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,264,692,F345,F348,1.00,19,19
6951,sp|P0CG31|Z286B_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,278,609,F345,F348,1.00,19,-1
6952,sp|Q9C0F3|ZN436_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,316,661,F345,F348,1.00,19,1
6953,sp|O75123|ZN623_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,346,772,F345,F348,1.00,19,8
6954,sp|Q96JF6|ZN594_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,181,898,F345,F348,1.00,19,17
6955,sp|P17030|ZNF25_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,196,577,F345,F348,1.00,19,10
6956,sp|Q9UC06|ZNF70_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,227,608,F345,F348,1.00,19,22
6957,sp|Q6P3V2|Z585A_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,243,913,F345,F348,1.00,19,19
6958,sp|Q6ZR52|ZN493_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,223,830,F345,F348,1.00,19,19
6959,sp|Q6ZMS4|ZN852_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,286,636,F345,F348,1.00,19,3
6960,sp|Q3ZCT1|ZN260_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,283,689,F345,F348,1.00,19,19
6961,sp|Q96NI8|ZN570_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,254,607,F345,F348,1.00,19,19
6962,sp|Q9UII5|ZN107_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,194,898,F345,F348,1.00,19,7
6963,sp|Q6ZN57|ZFP2_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,229,661,F345,F348,1.00,19,5
6964,sp|Q6NX45|ZN774_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,243,576,F345,F348,1.00,19,15
6965,sp|Q9NQZ8|ZNF71_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,224,605,F345,F348,1.00,19,19
6966,sp|Q494X3|ZN404_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,255,692,F345,F348,1.00,19,19
6967,sp|P51786|ZN157_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,541,918,F345,F348,1.00,19,x
6968,sp|P0CG24|ZN883_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,321,688,F345,F348,1.00,19,-1
6969,sp|Q9BSK1|ZN577_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,247,495,F2087,F348,1.00,19,19
6970,sp|Q6ZSS3|ZN621_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,253,468,F2046,F348,1.00,19,3
6971,sp|Q6ZS27|ZN662_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,259,500,F2084,F348,1.00,19,3
6972,sp|Q03924|ZN117_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,232,646,F344,F348,1.00,19,7
6973,sp|B4DXR9|ZN732_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,251,720,F344,F348,1.00,19,4
6974,sp|A6NP11|ZN716_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,289,667,F344,F348,1.00,19,7
6975,sp|Q8NEM1|ZN680_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,281,675,F344,F348,1.00,19,7
6976,sp|P17019|ZN708_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,297,724,F344,F348,1.00,19,19
6977,sp|Q9P255|ZN492_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,266,692,F344,F348,1.00,19,19
6978,sp|Q8N7Q3|ZN676_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,266,749,F344,F348,1.00,19,19
6979,sp|Q8IYB9|ZN595_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,295,804,F344,F348,1.00,19,4
6980,sp|Q8IYX0|ZN679_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,577,836,F344,F348,1.00,19,7
6981,sp|Q96N38|ZN714_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,266,669,F344,F348,1.00,19,-1
6982,sp|Q96N22|ZN681_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,177,720,F344,F348,1.00,19,19
6983,sp|Q8IW36|ZN695_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,269,633,F344,F348,1.00,19,1
6984,sp|Q03923|ZNF85_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,6,636,F344,F348,1.00,19,19
6985,sp|O95780|ZN682_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,223,570,F344,F348,1.00,19,19
6986,sp|Q5SXM1|ZN678_HUMAN,sp|Q6ZNA1|ZN836_HUMAN,295,728,F344,F348,1.00,19,1
